	Photo Date	Lat	Lon	Geographic Name	Features Identified Manually	Focal Length (mm)	Features Identified by Machine Learning	Record Type
ISS061-E-140688	20200123	42.2	35.3			50	PAN-	Not Cataloged
ISS061-E-140689	20200123	42.2	35.4			50	PAN-	Not Cataloged
ISS061-E-140690	20200123	42.2	35.4			50	PAN-	Not Cataloged
ISS061-E-140691	20200123	42.2	35.4			50	PAN-	Not Cataloged
ISS061-E-140692	20200123	42.2	35.4			50	PAN-	Not Cataloged
ISS061-E-140693	20200123	42.1	35.5			50	PAN-	Not Cataloged
ISS061-E-140694	20200123	42.1	35.5			50		Not Cataloged
ISS061-E-140695	20200123	42.1	35.6			50		Not Cataloged
ISS061-E-140696	20200123	42.1	35.6			50	PAN-	Not Cataloged
ISS061-E-140697	20200123	42.1	35.6			50		Not Cataloged
ISS061-E-140698	20200123	42.1	35.6			50		Not Cataloged
ISS061-E-140699	20200123	42.0	35.7			50	PAN-	Not Cataloged
ISS061-E-140700	20200123	42.0	35.7			50		Not Cataloged
ISS061-E-140701	20200123	42.0	35.8			50		Not Cataloged
ISS061-E-140702	20200123	42.0	35.8			50		Not Cataloged
ISS061-E-140703	20200123	42.0	35.9			50		Not Cataloged
ISS061-E-140704	20200123	42.0	35.9			50		Not Cataloged
ISS061-E-140705	20200123	41.9	35.9			50		Not Cataloged
ISS061-E-140706	20200123	41.9	35.9			50		Not Cataloged
ISS061-E-140707	20200123	41.9	36.0			50		Not Cataloged
ISS061-E-140708	20200123	41.9	36.0			50		Not Cataloged
ISS061-E-140709	20200123	41.8	36.1			50		Not Cataloged
ISS061-E-140710	20200123	41.8	36.1			50		Not Cataloged
ISS061-E-140711	20200123	41.8	36.1			50		Not Cataloged
ISS061-E-140712	20200123	41.8	36.1			50		Not Cataloged
ISS061-E-140713	20200123	41.8	36.2			50		Not Cataloged
ISS061-E-140714	20200123	41.8	36.2			50		Not Cataloged
ISS061-E-140715	20200123	41.7	36.3			50		Not Cataloged
ISS061-E-140716	20200123	41.7	36.3			50		Not Cataloged
ISS061-E-140717	20200123	41.7	36.3			50		Not Cataloged
ISS061-E-140718	20200123	41.7	36.3			50		Not Cataloged
ISS061-E-140719	20200123	41.7	36.4			50		Not Cataloged
ISS061-E-140720	20200123	41.7	36.4			50		Not Cataloged
ISS061-E-140721	20200123	41.6	36.5			50		Not Cataloged
ISS061-E-140722	20200123	41.6	36.5			50		Not Cataloged
ISS061-E-140723	20200123	41.6	36.5			50		Not Cataloged
ISS061-E-140724	20200123	41.6	36.5			50		Not Cataloged
ISS061-E-140725	20200123	41.6	36.6			50		Not Cataloged
ISS061-E-140726	20200123	41.6	36.6			50		Not Cataloged
ISS061-E-140727	20200123	41.5	36.7			50		Not Cataloged
ISS061-E-140728	20200123	41.5	36.7			50		Not Cataloged
ISS061-E-140729	20200123	41.5	36.7			50		Not Cataloged
ISS061-E-140730	20200123	41.5	36.7			50		Not Cataloged
ISS061-E-140731	20200123	41.4	36.8			50		Not Cataloged
ISS061-E-140732	20200123	41.4	36.8			50		Not Cataloged
ISS061-E-140733	20200123	41.4	36.9			50		Not Cataloged
ISS061-E-140734	20200123	41.4	36.9			50		Not Cataloged
ISS061-E-140735	20200123	41.4	36.9			50		Not Cataloged
ISS061-E-140736	20200123	41.4	36.9			50		Not Cataloged
ISS061-E-140737	20200123	41.3	37.0			50		Not Cataloged
ISS061-E-140738	20200123	41.3	37.0			50		Not Cataloged
ISS061-E-140739	20200123	41.3	37.1			50		Not Cataloged
ISS061-E-140740	20200123	41.3	37.1			50		Not Cataloged
ISS061-E-140741	20200123	41.3	37.1			50		Not Cataloged
ISS061-E-140742	20200123	41.3	37.1			50		Not Cataloged
ISS061-E-140743	20200123	41.2	37.2			50		Not Cataloged
ISS061-E-140744	20200123	41.2	37.2			50		Not Cataloged
ISS061-E-140745	20200123	41.2	37.3			50		Not Cataloged
ISS061-E-140746	20200123	41.2	37.3			50		Not Cataloged
ISS061-E-140747	20200123	41.2	37.3			50		Not Cataloged
ISS061-E-140748	20200123	41.2	37.3			50		Not Cataloged
ISS061-E-140749	20200123	41.1	37.4			50		Not Cataloged
ISS061-E-140750	20200123	41.1	37.4			50		Not Cataloged
ISS061-E-140751	20200123	41.1	37.5			50		Not Cataloged
ISS061-E-140752	20200123	41.1	37.5			50		Not Cataloged
ISS061-E-140753	20200123	41.0	37.5			50		Not Cataloged
ISS061-E-140754	20200123	41.0	37.5			50		Not Cataloged
ISS061-E-140755	20200123	41.0	37.6			50		Not Cataloged
ISS061-E-140756	20200123	41.0	37.6			50		Not Cataloged
ISS061-E-140757	20200123	41.0	37.7			50		Not Cataloged
ISS061-E-140758	20200123	41.0	37.7			50		Not Cataloged
ISS061-E-140759	20200123	40.9	37.7			50		Not Cataloged
ISS061-E-140760	20200123	40.9	37.7			50		Not Cataloged
ISS061-E-140761	20200123	40.9	37.8			50		Not Cataloged
ISS061-E-140762	20200123	40.9	37.8			50		Not Cataloged
ISS061-E-140763	20200123	40.9	37.9			50		Not Cataloged
ISS061-E-140764	20200123	40.9	37.9			50		Not Cataloged
ISS061-E-140765	20200123	40.8	37.9			50		Not Cataloged
ISS061-E-140766	20200123	40.8	37.9			50		Not Cataloged
ISS061-E-140767	20200123	40.8	38.0			50		Not Cataloged
ISS061-E-140768	20200123	40.8	38.0			50		Not Cataloged
ISS061-E-140769	20200123	40.7	38.1			50		Not Cataloged
ISS061-E-140770	20200123	40.7	38.1			50		Not Cataloged
ISS061-E-140771	20200123	40.7	38.1			50		Not Cataloged
ISS061-E-140772	20200123	40.7	38.1			50		Not Cataloged
ISS061-E-140773	20200123	40.7	38.2			50		Not Cataloged
ISS061-E-140774	20200123	40.7	38.2			50		Not Cataloged
ISS061-E-140775	20200123	40.6	38.2			50		Not Cataloged
ISS061-E-140776	20200123	40.6	38.2			50		Not Cataloged
ISS061-E-140777	20200123	40.6	38.3			50		Not Cataloged
ISS061-E-140778	20200123	40.6	38.3			50		Not Cataloged
ISS061-E-140779	20200123	40.6	38.4			50		Not Cataloged
ISS061-E-140780	20200123	40.6	38.4			50		Not Cataloged
ISS061-E-140781	20200123	40.5	38.4			50		Not Cataloged
ISS061-E-140782	20200123	40.5	38.4			50		Not Cataloged
ISS061-E-140783	20200123	40.5	38.5			50		Not Cataloged
ISS061-E-140784	20200123	40.5	38.5			50		Not Cataloged
ISS061-E-140785	20200123	40.4	38.6			50		Not Cataloged
ISS061-E-140786	20200123	40.4	38.6			50		Not Cataloged
ISS061-E-140787	20200123	40.4	38.6			50		Not Cataloged
ISS061-E-140788	20200123	40.4	38.6			50		Not Cataloged
ISS061-E-140789	20200123	40.4	38.7			50		Not Cataloged
ISS061-E-140790	20200123	40.4	38.7			50		Not Cataloged
ISS061-E-140791	20200123	40.3	38.8			50		Not Cataloged
ISS061-E-140792	20200123	40.3	38.8			50		Not Cataloged
ISS061-E-140793	20200123	40.3	38.8			50		Not Cataloged
ISS061-E-140794	20200123	40.3	38.8			50		Not Cataloged
ISS061-E-140795	20200123	40.3	38.9			50		Not Cataloged
